year,index_name,country,per_value,pbr_value,dividend_yield_value,data_from_table,released_on,updated_on,data_source,data_url
2013,Bovespa,Brazil,11.48004,1.05677,4.72177,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,Bovespa,Brazil,12.36958,1.32129,4.81751,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,Bovespa,Brazil,9.19276,1.07176,5.05701,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,Bovespa,Brazil,13.59078,1.59831,3.18134,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,Bovespa,Brazil,16.62116,1.93222,2.91825,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,Bovespa,Brazil,17.0524,1.97821,3.89462,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,Bovespa,Brazil,15.56517,2.43324,3.51812,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,Bovespa,Brazil,21.48827,2.40117,2.86345,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,Bovespa,Brazil,7.0696,1.87195,8.80913,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,Bovespa,Brazil,6.12993,1.62652,11.22981,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,Bovespa,Brazil,9.32992,1.61899,6.38353,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,Bovespa,Brazil,7.52494,1.36226,7.78388,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,Bovespa,Brazil,8.65811,1.35865,7.39752,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,Dow Jones Industrial Average,United States,17.08088,3.07171,2.23093,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,Dow Jones Industrial Average,United States,16.42497,3.02315,2.27808,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,Dow Jones Industrial Average,United States,16.27986,2.94424,2.63288,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,Dow Jones Industrial Average,United States,19.89138,3.31783,2.50707,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,Dow Jones Industrial Average,United States,22.24625,3.92616,2.17178,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,Dow Jones Industrial Average,United States,16.87472,3.49808,2.55319,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,Dow Jones Industrial Average,United States,20.77818,3.80579,2.31456,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,Dow Jones Industrial Average,United States,23.80861,4.07075,2.06136,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,Dow Jones Industrial Average,United States,20.67052,4.8507,1.89564,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,Dow Jones Industrial Average,United States,18.72627,3.64861,2.33717,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,Dow Jones Industrial Average,United States,22.88084,4.23858,2.2069,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,Dow Jones Industrial Average,United States,24.83557,5.2621,1.79691,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,Dow Jones Industrial Average,United States,22.92322,4.898,1.84759,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,Nasdaq Omx Us,United States,20.68982,3.61302,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,Nasdaq Omx Us,United States,21.72973,3.83371,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,Nasdaq Omx Us,United States,19.5879,3.74017,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,Nasdaq Omx Us,United States,22.99288,3.76603,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,Nasdaq Omx Us,United States,24.78094,4.55588,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,Nasdaq Omx Us,United States,19.95388,4.10203,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,Nasdaq Omx Us,United States,26.81934,5.11869,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,Nasdaq Omx Us,United States,36.54309,6.88069,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,Nasdaq Omx Us,United States,31.31717,7.4462,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,Nasdaq Omx Us,United States,21.04922,4.34583,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,Nasdaq Omx Us,United States,17.48627,6.35909,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,Nasdaq Omx Us,United States,31.03999,7.32834,0.95783,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,Nasdaq Omx Us,United States,12.86794,6.19567,1.06917,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,S&P Sp500,United States,18.98491,2.61612,2.2789,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,S&P Sp500,United States,18.79527,2.72815,2.30131,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,S&P Sp500,United States,19.16294,2.59964,2.57289,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,S&P Sp500,United States,20.46974,2.79988,2.45336,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,S&P Sp500,United States,23.39865,3.23398,2.23874,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,S&P Sp500,United States,17.72781,2.82732,2.71832,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,S&P Sp500,United States,23.13078,3.45586,2.27213,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,S&P Sp500,United States,29.62333,3.86138,1.97596,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,S&P Sp500,United States,26.50911,4.76076,1.68751,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,S&P Sp500,United States,19.17806,3.38416,2.18775,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,S&P Sp500,United States,24.06152,4.29781,1.93631,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,S&P Sp500,United States,27.75538,4.88069,1.54928,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,S&P Sp500,United States,25.13573,4.3745,1.63647,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,S&P/Tsx Composite,Canada,16.65198,1.93878,3.19855,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,S&P/Tsx Composite,Canada,16.81466,2.00089,3.22519,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,S&P/Tsx Composite,Canada,15.80773,1.62476,3.59039,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,S&P/Tsx Composite,Canada,17.35417,1.93797,2.93862,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,S&P/Tsx Composite,Canada,17.38582,2.08009,3.00257,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,S&P/Tsx Composite,Canada,13.31325,1.62524,3.7206,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,S&P/Tsx Composite,Canada,14.91362,1.87814,3.35538,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,S&P/Tsx Composite,Canada,19.46392,1.90838,3.41331,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,S&P/Tsx Composite,Canada,15.63319,2.32723,3.00957,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,S&P/Tsx Composite,Canada,11.731,1.78948,3.56354,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,S&P/Tsx Composite,Canada,15.80244,1.89623,3.51851,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,S&P/Tsx Composite,Canada,19.42509,2.1172,3.18729,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,S&P/Tsx Composite,Canada,19.98458,2.06386,3.19436,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,Ftse Straits Times,United Kingdom,12.93766,1.49229,3.0291,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,Ftse Straits Times,United Kingdom,12.70054,1.5119,3.01271,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,Ftse Straits Times,United Kingdom,11.75408,1.17445,3.99549,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,Ftse Straits Times,United Kingdom,12.47339,1.19064,3.72209,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,Ftse Straits Times,United Kingdom,11.65548,1.37556,3.03083,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,Ftse Straits Times,United Kingdom,11.30166,1.16301,3.96675,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,Ftse Straits Times,United Kingdom,12.20716,1.24114,3.94253,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,Ftse Straits Times,United Kingdom,11.82576,1.10255,3.78835,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,Ftse Straits Times,United Kingdom,13.65673,1.19129,3.55517,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,Ftse Straits Times,United Kingdom,9.21715,1.09232,4.29233,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,Ftse Straits Times,United Kingdom,10.74588,1.10465,5.06458,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,Ftse Straits Times,United Kingdom,10.86756,1.27141,4.89481,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,Ftse Straits Times,United Kingdom,12.32577,1.2796,4.72796,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,Shh Series,China (Mainland),9.63413,1.50633,3.02054,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,Shh Series,China (Mainland),13.86369,2.10677,2.16482,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,Shh Series,China (Mainland),14.59514,2.05331,1.9443,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,Shh Series,China (Mainland),13.23888,1.66368,2.0493,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,Shh Series,China (Mainland),14.87286,1.73353,1.94449,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2018,Shh Series,China (Mainland),10.46621,1.25261,3.01099,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2019,Shh Series,China (Mainland),12.18506,1.40348,2.52495,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2020,Shh Series,China (Mainland),14.51952,1.42193,2.41265,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2021,Shh Series,China (Mainland),11.99536,1.3553,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2022,Shh Series,China (Mainland),11.99536,1.3553,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2023,Shh Series,China (Mainland),11.99536,1.3553,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2024,Shh Series,China (Mainland),11.99536,1.3553,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2025,Shh Series,China (Mainland),11.99536,1.3553,,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2013,S&P Spasx200,Australia,16.9014,1.81318,5.56759,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2014,S&P Spasx200,Australia,13.43594,1.7197,6.00578,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2015,S&P Spasx200,Australia,15.88848,1.64363,6.45506,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2016,S&P Spasx200,Australia,18.15423,1.79586,5.48126,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
2017,S&P Spasx200,Australia,16.1845,1.91211,5.6081,PE Ratio PB Ratio and Dividend Yield of Major International Indices-Y_p,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105 
