fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2017-18,2017,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,801,12150,108454.23575,2351152.168143061,4885.36792,318729.3056589,1355,4998,309603.29807,347487.3279423418,2349.96507,14285.850214,5815,11672,4750439.11312,12228443.476754235,97293.12741,249089.05794959117,10348,10857,6448906.68397,688092.5420039182,105.53708,866.801050765,64,6942,188495.57514155994,96089.90606100211,1256.8851653,2203.375741153,3700,29274,2509016.231837678,1166707.9275104285,1095.7884821000002,246.55186127799996,6680,30764,5047388.92401156,14675685.5509583,103435.3804953,570021.7393496442,15403,45129,9267526.213877678,2202287.7974566882,3551.2906321000005,15399.203126043,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,805,12118,110261.91805,2381532.5846371865,8485.92916,385232.0606196,1373,5053,322446.37078,355705.08393243636,8065.29441,12399.84716,5835,11728,4804716.55778,12521150.251711024,97293.12741,249089.05794959117,10477,10987,6474288.93961,616614.7298210032,105.53708,866.801050765,64,6915,228288.83053590005,100052.759115444,3946.5883113399996,2405.252399031,3737,29465,2433386.9149613506,1157363.3243247913,4658.773475239993,648.5796748169982,6704,30761,5143267.306365901,15002735.595463654,109725.64488134,636726.3709682222,15587,45505,9230122.22535135,2129683.138078231,12829.604965239992,13915.227885581997,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2017,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,799,12023,109126.94724,2399884.9192774356,3094.23322,358268.8451235,1402,5257,333483.17226,369558.7476892364,1330.60058,20029.7870942,5852,11763,4832418.3305,13040219.743322888,123429.23462,350656.7989778665,10597,11123,6539167.56367,623724.2587049552,36.0207,22.28697545,64,6933,216347.48427761998,109625.84050089763,3228.26604186,2382.0118138950006,3744,29552,2362619.0828039125,1131679.6499529744,1412.5934058099988,318.322618891,6715,30719,5157892.76201762,15549730.50310122,129751.73388186,711307.6559152614,15743,45932,9235269.818733912,2124962.656347166,2779.2146858099986,20370.396688541,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2018,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,802,12054,109137.98001,2401387.395940671,3265.98181,319727.4090855,1403,5169,354861.26708,388983.47076939314,1573.48691,26247.4989152,5869,11804,4826005.52502,13161942.511453407,155167.37879,319848.4776413297,10733,11261,6622741.31802,633963.9446324861,38.38615,95.05945564,63,6901,206808.71355455994,110977.45369399257,4394.40538484,3345.0343718140007,3798,29820,2452065.809699701,1286644.7956241602,1829.176296100004,399.4716540499995,6734,30759,5141952.21858456,15674307.361088071,162827.76598484,642920.9210986437,15934,46250,9429668.394799702,2309592.2110260394,3441.049356100004,26742.030024890002,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2018,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,801,12003,110852.14096,2411074.7809398263,4554.97717,280950.1337107,1426,5276,365142.90059,402249.9768437932,983.83756,29064.516409,5889,11849,4836855.40778,12695644.064943219,105162.12346,258408.881966736,10857,11389,6721854.48519,644012.2565997752,50.48605,56.19226361500001,63,7006,214094.0566863799,107320.20952003927,1394.8728825199998,2936.690103553999,3825,30003,2632683.3795277635,1322311.3099477212,1303.8444890499998,270.12400093800005,6753,30858,5161801.60542638,15214039.055403085,111111.97351252,542295.7057809901,16108,46668,9719680.765307764,2368573.5433912897,2338.16809905,29390.832673553003,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2017-18,2018,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,793,11885,111716.51008,2446755.7433788087,4169.90044,460681.5930017,1445,5406,376019.21185,441370.1720836457,3835.78535,47512.7000444,5916,11894,4981227.59363,12269186.77779074,102029.91233,269658.87521664205,11022,11553,6706405.6604,639023.6147072891,0.0462,0.07449455,57,6376,223370.74158256984,109591.65002083273,2595.96559059,3059.8744058899997,3839,30849,2664652.5511473645,1314239.8927693358,1756.6147395500002,315.20437087199986,6766,30155,5316314.84529257,14825534.171190381,108795.77836059,733400.342624232,16306,47808,9747077.423397364,2394633.6795602706,5592.44628955,47827.978909822,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,792,11758,111927.51087,2458046.2799005755,3194.63376,377508.8747521,1469,5367,377522.37921,419269.62091053074,2587.78781,25762.093998,5949,11964,5026509.74269,13199167.079350427,93801.22374,243371.8598280833,11146,11671,6794429.37381,647075.9225130375,0,0,57,6322,224443.6344029099,114666.97819285779,1722.7509493600003,2506.5242166630005,3931,31215,2793012.8365816786,1348931.3430533255,1470.9716218000058,276.53371994500014,6798,30044,5362880.88796291,15771880.33744386,98718.60844935999,623387.2587968463,16546,48253,9964964.589601679,2415276.886476894,4058.7594318000056,26038.627717945,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,792,11598,111963.41631,2440499.8451604764,1947,344385,1472,5321,371102.27554,425358.6080333018,2306,34083,5964,12045,5030787.26181,12521074.901732085,102445,267388,11323,11855,6880046.0877,656052.6926062542,32,16,60,6408,227579.66517106994,123326.89249529978,996,2596,3943,31562,2870706.0007996033,1404247.2302445965,1185,233,6816,30051,5370330.34329107,15084901.639387863,2878518.0007996033,1436894.2302445965,16738,48738,10121854.364039604,2485658.5308841523,5388253.34329107,15133872.639387863,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,790,11442,112991.32633,2435874.5808430887,5900.28695,374522.9887081,1497,5434,378426.65285,438186.60612159275,2028.16543,33720.811805,5987,12085,5091829.67297,12528976.338505704,98283.24269,269054.0958685677,11430,11966,7011641.19049,669408.5083862462,5.54259,10.9802519,60,6614,247371.84977143005,130643.80856163379,1552.48072435,2339.9653818079996,4011,31706,2923537.834105012,1383476.077077565,1267.9656970600038,294.49207431000065,6837,30141,5452192.849071429,15095494.727910427,105736.01036434999,645917.0499584757,16938,49106,10313605.677445013,2491071.191585404,3301.6737170600036,34026.28413121,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,790,11353,113538.11261,2447818.220226802,11685.35371,321328.9065357,1518,5504,377082.87403,435147.84630450467,857.35466,19797.212564,6034,12191,5128583.0103,13250837.74608283,100979.26338,252926.08620174893,11536,12090,7118321.2013,676961.3171042972,0.6,0.31455,60,6785,237573.70667142994,132999.85760269943,1552.48072435,2339.9653818079996,4058,32307,2692815.980779525,1503977.025023188,1267.9656970600038,294.49207431000065,6884,30329,5479694.82958143,15831655.82391233,114217.09781435,576594.958119257,17112,49901,10188220.056109525,2616086.18843199,2125.920357060004,20092.01918831,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,789,11252,113975.93901,2441795.4373563295,13468.59267,308311.9211773,1540,5589,379834.05807,451414.4880165117,701.35075,28327.0763254,6050,12236,5137763.90978,13800996.967005758,90264.44084,242188.84401377098,11682,12246,7084212.29693,682979.115443907,1.9225,0.261204333,61,6795,242712.84411433,142812.65634981485,2524.8940753399997,2333.894289929001,4072,32360,2617080.7431481085,1444148.1927499904,983.6586394499993,244.18952191899967,6900,30283,5494452.69290433,16385605.060711902,106257.92758533999,552834.6594809999,17294,50195,10081127.09814811,2578541.796210409,1686.9318894499993,28571.527051652003,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,September,9,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,795,11155,114142.86671,2430327.37818028,18879.93852,273690.4641418,1570,5694,390164.73548,455981.351816864,3779.66224,33408.580215,6060,12261,5169605.48222,12551909.7918194,88066.96034,281795.733838216,11790,12357,7146536.55177,691263.979947797,21.23986,12.461662902,61,6955,241695.3394578,137535.667320677,1630.16771021,2150.208569943,4089,32205,2773373.70534992,1365997.25699474,886.389025859999,185.691140688,6916,30371,5525443.6883878,15119772.8373204,108577.06657021,557636.406549959,17449,50256,10310074.9925999,2513242.58875939,4687.29112586,33606.73301859001,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,October,10,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,794,11063,114685.00537,2431031.289737489,9780.66001,319340.8152636,1575,5685,397911.45043,463938.8423495778,7992.88878,27490.0263371,6104,12331,5174880.27393,12003074.178756973,103353.97375,288800.57642215025,12185,12779,7377633.06524,710216.1542697743,38.46,24.18306,61,7075,243269.05574609002,135245.81376123722,1096.8595408099998,2151.8842403119993,4138,32252,2708577.37028057,1312158.3805592891,948.8350283800005,237.40971194699998,6959,30469,5532834.33504609,14569351.2822557,114231.49330080999,610293.2759260623,17898,50716,10484121.88595057,2486313.377178641,8980.183808380001,27751.619109047,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,November,11,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,789,11011,114687.58733,2455734.53558322,11615.25915,333355.6080339,1595,5801,403186.251,495543.7548291288,1420.76523,15702.1271258,6111,12380,5222802.30316,12445454.979684131,84359.86259,226708.80425094106,12811,13413,7507019.81223,723786.3258336602,0.03962,0.007209930000000001,62,7146,216559.08919092998,137705.32155389417,1089.1289249099998,1986.9927165200002,4215,32612,2757164.675037099,1327453.6977832182,721.6665806400001,188.4030174040004,6962,30537,5554048.979680929,15038894.836821245,97064.25066491,562051.405001361,18621,51826,10667370.7382671,2546783.7784460075,2142.47143064,15890.537353134,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2018,December,12,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,713,10951,114001.93657,2505504.6655899617,14901.15671,549350.6540254,1716,6011,421040.67228,506395.58128764085,3209.93604,48529.721263,6117,12407,5212164.83736,12551667.185022581,92029.85044,239439.85209344106,13653,14267,7759415.23343,755614.7628314884,6.09379,4.945984922999999,27,7079,252774.99429671993,149211.96880751828,9339.057463969999,3831.8265278899994,4339,32885,3009634.197664041,1343649.419009778,949.4882228099995,215.34662124499954,6857,30437,5578941.76822672,15206383.819420062,116270.06461397,792622.3326467312,19708,53163,11190090.103374042,2605659.7631289074,4165.518052809999,48750.013869168,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,January,1,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,715,10847,114775.90647,2525335.484763427,13920.21969,470446.9791185,1749,6160,424224.46143,507825.7162592592,1834.22004,37158.1890646,6126,12433,5257675.22913,12268632.161276001,90294.40081,216447.15298735714,14528,15163,8099801.45477,802147.2309979512,31.57575,68.259442178,68,8274,259120.79657574,159496.4975501934,2961.0961644100003,2194.7801428259995,4432,32054,3386004.3919399465,1320911.0155708452,3172.30192,244.09808350099988,6909,31554,5631571.93217574,14953464.143589621,107175.71666441,689088.9122486832,20709,53377,11910030.308139946,2630883.962828056,5038.09771,37470.546590279,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,February,2,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,711,10806,114886.86266,2535413.8783009807,13787.57318,319954.226806,1801,6183,421294.28355,489451.8829753022,16896.18285,22203.1457915,6136,12453,5281021.7304,12236295.192746868,109394.60263,289333.78699701355,15163,15817,8224657.88995,834986.7029696775,114.05328,326.330840735,69,8404,280299.14717357,170795.09386581444,6980.483373180001,3168.6637227119995,4496,32259,3579596.7778661726,1312074.0466043928,628.2868997000002,169.9625226929998,6916,31663,5676207.74023357,14942504.164913664,130162.65918317999,612456.6775257256,21460,54259,12225548.951366171,2636512.6325493725,17638.5230297,22699.439154928,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2018-19,2019,March,3,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,711,10737,115278.05569,2597244.3736317423,16758.79253,672140.4318044,1835,6343,476051.60114,537007.0785015182,17609.8689,74155.538086,6150,12494,5315645.5826,13113009.983829463,118380.19534,298773.5290822797,15816,16485,8545472.85828,869500.7411892859,42.02213,116.34019141599997,69,8480,289901.5997191201,184761.1925690378,2669.6684501799996,2222.3822332610007,4563,32583,3931725.880684806,1378849.0455600002,1358.6488009700006,323.1050275149995,6930,31711,5720825.23800912,15895015.550030243,137808.65632018002,973136.3431199408,22214,55411,12953250.340104805,2785356.8652508045,19010.539830970003,74594.98330493101,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,April,4,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,717,10568,115001.10016,2616898.7492515,14633.83488,566545.2480515,1848,6293,469550.03791,492034.5694319543,9593.1078,14579.0563025,6168,12532,5317095.80982,13188179.846127715,102601.36301,255007.72454144922,16302,16984,8611035.27912,877736.3484502534,41.12482,50.317951394000005,74,8466,283613.7911375301,206812.459072508,8344.406875109999,3555.69679005,4725,33024,4183774.458492807,1464924.4877711206,1111.053548169999,288.1646344200001,6959,31566,5715710.70111753,16011891.054451723,125579.60476511,825108.6693829992,22875,56301,13264359.775522806,2834695.4056533286,10745.286168169998,14917.538888313999,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,May,5,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,798,10434,115448.65269,2617195.858730999,10910.55438,425829.9500486,1809,6488,498855.08082,499350.6400496542,1365.94143,27763.259378,5641,11371,5304001.74864,13362484.90353876,106984.76659,280401.6719085769,17458,18820,8924766.20319,885239.7537713901,76.67858,20.303305119999997,110,8468,284491.55777197005,218190.4622616736,3204.8976074,2717.3351734200005,4772,33317,4453052.869611258,1452672.8683675877,1594.1970537799991,458.6647348010007,6549,30273,5703941.959101969,16197871.22453143,121100.2185774,708948.9571305969,24039,58625,13876674.153621258,2837263.262188632,3036.8170637799994,28242.227417921,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,June,6,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,794,10266,115675.58894,2600489.2580194287,13801.60097,515153.9332619,1833,6831,550252.69916,512522.2305178619,1569.2601,33687.5055295,5653,11399,5319725.28689,13138511.757430725,82455.62209,213410.9087401992,17915,19297,9010583.92754,895477.4846688652,0.0816,0.009552508,110,8457,287813.0755734201,221328.7944279942,1425.2967323799994,1749.898079332,4823,33269,4571799.631183342,1372044.4943860513,1094.6831608799985,318.5971461779998,6557,30122,5723213.95140342,15960329.809878148,97682.51979238,730314.7400814311,24571,59397,14132636.257883344,2780044.2095727785,2664.0248608799984,34006.112228186,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,July,7,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,794,10105,115727.95959,2617072.790944336,16211.25764,430611.4861874,1859,6931,555617.75525,491120.1141356108,1126.34082,18853.341748,5672,11433,5348444.81536,12271265.325416274,94318.61141,241092.4590781953,18407,19800,9179870.47216,912412.5548600078,0.14372,0.015130006,110,8424,319421.27369131026,223363.4682320141,3872.154056890001,2830.0934515389995,4888,33678,4730718.327956645,1403335.5225595888,1232.9446110900003,439.8147554770001,6576,29962,5783594.048641311,15111701.584592624,114402.02310688999,674534.0387171344,25154,60409,14466206.555366645,2806868.1915552076,2359.4291510900002,19293.171633482998,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2019-20,2019,August,8,Table 51: Instrument-wise Dematerialisation Statistics,NSDL,791,9878,116187.00137,2624905.9146420294,13441.29445,389083.7652927,1907,7032,550250.94382,491699.6707486249,1754.09105,13984.7715494,5686,11448,5338316.48188,12147063.268674707,90776.44183,241170.27926310728,18778,20201,9297183.10445,924574.2199217728,0.12899,0.010441404000000001,112,8393,301770.99070631014,221699.6473919308,3900.2984853000007,2568.9971452809996,4938,33642,4863967.781415681,1333974.6363916402,1564.4901758900016,393.290172958,6589,29719,5756274.473956309,14993668.830708668,108118.03476529999,632823.0417010883,25623,60875,14711401.82968568,2750248.527062038,3318.7102158900016,14378.072163762,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
