fiscal_year,year,month,month_numeric,data_from_table,depository,debt_listed_no.of_issuers_debt,debt_listed_no.of_active_instruments,debt_listed_demat_quantity_lakh,debt_listed_demat_value_rs_crore,debt_listed_quantity_settled_during_the_month_lakh,debt_listed_value_settled_during_the_month_rs_crore,debt_unlisted_no.of_issuers_debt,debt_unlisted_no.of_active_instruments,debt_unlisted_demat_quantity_lakh,debt_unlisted_demat_value_rs_crore,debt_unlisted_quantity_settled_during_the_month_lakh,debt_unlisted_value_settled_during_the_month_rs_crore,equity_listed_no.of_companies,equity_listed_no.of_active_instruments,equity_listed_demat_quantity_lakh,equity_listed_demat_value_rs_crore,equity_listed_quantity_settled_during_the_month_lakh,equity_listed_value_settled_during_the_month_rs_crore,equity_unlisted_no.of_companies,equity_unlisted_no.of_active_instruments,equity_unlisted_demat_quantity_lakh,equity_unlisted_demat_value_rs_crore,equity_unlisted_quantity_settled_during_the_month_lakh,equity_unlisted_value_settled_during_the_month_rs_crore,others_listed_no.of_issuers,others_listed_no.of_active_instruments,others_listed_demat_quantity_lakh,others_listed_demat_value_rs_crore,others_listed_quantity_settled_during_the_month_lakh,others_listed_value_settled_during_the_month_rs_crore,others_unlisted_no.of_issuers,others_unlisted_no.of_active_instruments,others_unlisted_demat_quantity_lakh,others_unlisted_demat_value_rs_crore,others_unlisted_quantity_settled_during_the_month_lakh,others_unlisted_value_settled_during_the_month_rs_crore,total_listed_no.of_issuers_of_debt_companies_equity,total_listed_no.of_active_instruments,total_listed_demat_quantity_lakh,total_listed_demat_value_rs_crore,total_listed_quantity_settled_during_the_month_lakh,total_listed_value_settled_during_the_month_rs_crore,total_unlisted_no.of_issuers_of_debt_companies_equity,total_unlisted_no.of_active_instruments,total_unlisted_demat_quantity_lakh,total_unlisted_demat_value_rs_crore,total_unlisted_quantity_settled_during_the_month_lakh,total_unlisted_value_settled_during_the_month_rs_crore,released_on,updated_on,data_source,data_url
2020-21,2021,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,602,7340,3589.11,74945.92,55.91233,561.6808639999999,479,4175,171589.55,45346.03,0,0,5747,5885,2371935.01,2125800.32,251234.59346,194491.5009279,9110,9415,1729680.62,136418.38,0,0,2488,20608,254189.13,119284.56,27907.939184700008,15495.969410489,724,2311,145828.3,27350.57,0,0,8837,33833,2629713.26,2320030.79,279198.4449747,210549.15120238898,10313,15901,2047098.47,209114.99,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2021,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,603,7347,3594.26,75870.29,31.63644,378.5505197,485,4270,171810.71,45910.68,0,0,5749,5888,2374891.52,2412607.12,206214.13042,216089.79368560002,9242,9548,1736858.35,137264.26,0,0,2492,20627,259138.95,127063.05,28677.810174000002,15061.902042646,721,2310,145336.14,27425.52,0,0,8844,33862,2637624.73,2615540.46,234923.57703400002,231530.246247946,10448,16128,2054005.2,210600.46,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2020-21,2021,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,608,7308,3631,76099.99,46.94461,457.30987630000004,486,4336,172894.43,45207.84,0,0,5764,5907,2395338.13,2325562.79,234561.61041999998,216991.7643566,9397,9712,1759971.5,139583.74,0,0,2493,20670,266051.86,129889.13,24155.0054252,15404.031450725,728,2314,146374.11,27592.22,0,0,8865,33885,2665020.99,2531551.9,258763.56045519997,232853.10568362498,10611,16362,2079240.03,212383.8,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,600,7239,3253.16,77140.73,59.471940000000004,398.249470244,496,4473,173172.43,47084.76,0,0,5770,5915,2436667.72,2371792.12,154114.46712999998,185245.19393950002,9492,9806,1782133.25,141533.77,0,0,2444,20345,276556.54,133830.06,45002.2858335,18710.41218584,745,2358,147331.08,27765.13,0,0,8814,33499,2716477.41,2582762.91,199176.22490349997,204353.855595584,10733,16637,2102636.76,216383.66,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,597,7205,3296.21821,78717.776,55.33784000000001,639.7063606500001,497,4535,172922.7915,46987.992,0.02,0.1997,5771,5916,2448836.808,2619044.426,258134.89994000006,267747.43441140006,9582,9898,1784069.053,141630.3669,0.00799,0.010559605,2378,20011,283195.3989,140897.7869,24882.811680799998,14383.868199571,761,2403,147836.6595,27875.9857,0,0,8746,33132,2735328.426,2838659.988,283073.0494608,282771.00897162105,10840,16836,2104828.504,216494.3446,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,601,7189,3374.8,78839.13,35.04081,571.2607151000001,502,4574,174971.79,47252.98,0,0,5783,5927,2552691.69,2744053.98,404384.85761,328716.37857650005,9664,9987,1789171.95,142042.56,0,0,2347,19872,285073.38,145616.06,35255.8439353,19875.973633855,769,5927,150940.6,28221.59,0,0,8731,32988,2841139.86,2968509.17,439675.7423553,349163.61292545503,10935,20488,2115084.34,217517.12,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,610,7204,3357.63,78972.86,129.33448,396.36861978200005,503,4634,187457.7,48680.18,0,0,5791,5935,2582960.62,2850587.57,326157.64110999997,297638.7804891,9775,10103,1798504.12,130341.62,0,0,2297,20438,296279.46,152994.75,24393.6817088,15371.087289203,779,2465,153435.13,29275.49,0,0,8698,33577,2882597.71,3082555.17,350680.6572988,313406.236398085,11057,17202,2139396.95,208297.29,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,618,7200,3384.16,64917.57,225.81967,518.7951425,507,4651,185719.86,47800.64,0,0,5806,5954,2614804.98,2921224.73,263362.85075,264153.8262659,9945,10270,1813616.37,131319.03,0,0,2286,20324,302436.84,159179.65,22557.0500272,15608.239324736998,789,2507,172747.05,29645.84,0,0,8710,33478,2920625.98,3145321.94,286145.7204472,280280.860733137,11241,17428,2172083.28,208765.51,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,629,7161,3530.51,67028.17,848.3743200000001,671.6938078379999,513,4662,184116.41,46700.24,0,0,5820,5975,2611567.22,3075605.95,269448.14927999995,297429.0292466,10109,10434,1820411.79,131785.92,0,0,2283,20244,317530.61,168417.22,25414.945934,18054.55600242,799,2543,189067.67,31384.06,0,0,8732,33380,2932628.34,3311051.35,295711.4695339999,316155.27905685804,11421,17639,2193595.87,209870.22,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,637,7131,3527.13,66748.24,55.15445,556.1397194,522,4744,184153.41,46966.82,0,0,5833,5982,2633239.82,3176447.99,298508.85051,322836.8486685999,10238,10570,1829258.12,132366.84,0,0,2284,20277,362005.96,176456.95,28404.465725200003,18184.404180365997,811,2590,190301.67,31643.54,0,0,8754,33390,2998772.91,3419653.18,326968.4706852,341577.3925683659,11571,17904,2203713.2,210977.2,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,641,7135,3552,67318.93,38.575329999999994,354.8702215,530,4775,180506.77,46669.98,0,0,5844,5996,2643939.02,3136446.52,186287.62772,212526.795965,10346,10688,1827678.77,131828.2,0,0,2294,20289,370682.13,176642.23,25846.6804856,15559.852694,819,2624,210329.56,31818.66,0,0,8779,33420,3018173.15,3380407.68,212172.88353560003,228441.5188805,11695,18087,2218515.1,210316.83,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2021,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,646,7164,3568.70004,68294.6093,40.28616,558.9717516000001,541,4873,233981.16335,48092.7038,0,0,5864,6017,2666892.99373,3233472.5747,327956.14499000006,222631.25446199998,10475,10831,1835896.5454,132074.381,0,0,2304,20316,375334.37292517,179633.1604,26185.231358999998,16143.657446,834,2688,214552.07384352,32407.8193,0,0,8814,33497,3045796.0666951705,3481400.3444000003,354181.66250900005,239333.8836596,11850,18392,2284429.78259352,212574.9041,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2022,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,647,7113,3522.5129,67634.9433,68.99926,406.8492345000001,550,4940,234067.54186,48495.7129,0,0,5871,6025,2713336.58527,3328864.5629,435277.07172,252901.072096,10583,10943,1841455.18173,131415.7393,0,0,2334,20537,380587.53698572,181023.9404,25771.872775999997,16195.915382100004,851,2763,216269.90891188,32648.8492,0,0,8852,33675,3097446.63515572,3577523.4466,461117.9437559999,269503.83671259996,11984,18646,2291792.6325018797,212560.3014,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2022,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,654,7094,3506.71476,67603.7262,39.91056,517.2404007000001,572,5027,236162.41789,49471.8603,0,0,5877,6033,2725379.22596,3105520.9309,264597.25758,191319.13366999998,10718,11091,1851018.40191,132055.4761,0,0,2355,20552,386420.5462229,180396.7242,22929.942791,16070.64339,855,2817,216736.72581605,32602.7926,0,0,8886,33679,3115306.4869429,3353521.3813,287567.1109309999,207907.01746069998,12145,18935,2303917.5456160503,214130.12900000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2021-22,2022,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,666,7061,3461.13862,67001.5963,35.09657000000001,376.7108223,575,5086,236167.54552,49743.7679,0,0,5886,6044,2762504.01847,3228356.0198,234589.56684999997,231394.16130999997,10897,11292,2069869.40148,152245.805,0,0,2374,20523,387157.89972786,187244.7686,37752.552612,22706.243974,874,2841,216507.8093381,32685.5625,0,0,8926,33628,3153123.05681786,3482602.3847,272377.21603199997,254477.11610629997,12346,19219,2522544.7563381,234675.1354,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,662,7013,3483.74,67229.16,26.79766,268.6301327,584,5144,236552.93,50219.22,0,0,5892,6051,2821662.5,3233896.84,253477.67245000004,244994.103904,11016,11415,2116330.95,156633.09,0,0,2265,19834,390366.77,189075.18,26848.83885,17334.802214,892,2894,217482.6,32554.16,0,0,8819,32898,3215513.0100000002,3490201.18,280353.30896000005,262597.5362507,12492,19453,2570366.4800000004,239406.47,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,662,6945,3516.22,67274.14,32.02812,297.7068283,589,5296,236496.02,50855.65,0,0,5900,6059,2847320.47,3084309.49,171259.45875,177456.70727899997,11198,11612,2107581.32,156406.08,0,0,2184,19341,401341.97,188884.32,33550.444578999995,19841.225359,911,2951,219003.15,32887.94,0,0,8746,32345,3252178.6600000006,3340467.95,204841.93144899997,197595.63946629997,12698,19859,2563080.4899999998,240149.66999999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,665,6897,3525.79275,68033.7081,28.2732,426.28839220000003,600,5393,237050.3115,51200.0315,0,0,5907,6065,2868330.8771,2887088.9364,147557.2337,130695.66373400002,11365,11780,2115526.75766,157064.5295,0,0,2135,19093,402517.86303655,188068.286,26318.173359999993,16984.035323000004,929,2952,220706.69426272,32651.652,0,0,8707,32055,3274374.5328865503,3143190.9305,173903.68026,148105.9874492,12894,20125,2573283.76342272,240916.213,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,669,6845,3519.95,68655.2,25.064020000000003,319.5321499,603,5433,237387.58,52707.82,0,0,5920,6077,2905038.49,3175051.37,140998.67089,153469.842852,11541,11959,2128145.62,158273.83,0,0,2158,19224,410130.92,200716.1,17256.54091,12244.384649,943,3055,235240.31,34328.8,0,0,8747,32146,3318689.3600000003,3444422.6700000004,158280.27582,166033.75965090003,13087,20447,2600773.5100000002,245310.45,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,670,6831,3539.04,69218.32,26.62449,414.10312930000003,615,5510,237612.55,53970.4,0,0,5921,6081,2913305.06,3324426.2,226741.68337000004,228638.71580900002,11679,12110,2137644.68,159219.81,0,0,2188,19419,419290.54,206701.11,20783.76895,14537.267399000002,962,3181,239723.84,34947.35,0,0,8779,32331,3336134.64,3600345.63,247552.07681000006,243590.08633730002,13256,20801,2614981.07,248137.56,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,679,6921,3473.54,70489.07,31.25695,350.7699673,626,5660,237128.02,53881.76,0,0,5946,6106,2959604.9,3271554.06,264154.56803,239549.58450199998,11790,12223,2021984.97,158573.94,0,0,2196,19323,414360.97,207581.97,23519.02132,16890.554708999996,980,3276,239633.33,34866.63,0,0,8821,32350,3377439.41,3549625.1,287704.84630000003,256790.90917829997,13396,21159,2498746.32,247322.33000000002,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,687,6958,3557.31,71547.97,30.529139999999998,277.86416959999997,637,5749,237064.12,54685.2,0,0,5967,6127,2975481.14,3418163.51,163745.52835,158180.678349,11855,12295,2046651.95,160446.74,0,0,2217,19637,422138.23,214499.07,24383.893949,15488.721438,1004,3357,242731.44,35074.21,0,0,8871,32722,3401176.68,3704210.55,188159.951439,173947.2639566,13496,21401,2526447.5100000002,250206.14999999997,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,688,6989,3618.1861,72123.7788,120.34765000000003,780.2853619000001,651,5808,235875.4109,54642.8443,0,0,5989,6152,2999202.771,3554633.3,223648.09593999997,213333.878557,11965,12406,2048271.027,161173.5362,0,0,2256,19764,416309.1812,221201.6674,20352.508340000004,16218.907020999995,1013,3385,243338.3593,35288.4991,0,0,8933,32905,3419130.1383,3847958.7462,244120.95192999995,230333.07093989998,13629,21599,2527484.7972,251104.8796,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2022,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,695,7064,3607.92323,72223.342,38.14155,664.620487,662,5926,240265.3518,60710.7849,0,0,6006,6168,3030459.251,3581449.806,327499.69878,236750.09612399997,12100,12550,2069774.41,161965.5684,0,0,2290,19890,425175.5524,223186.3614,27941.020642,17420.524144,1036,3434,242903.437,35107.8871,0,0,8991,33122,3459242.72663,3876859.5094,355478.860972,254835.24075499998,13798,21910,2552943.1988,257784.24039999998,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2023,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,701,7092,3566.57721,73152.1468,30.153929999999995,452.5553498,659,6028,229123.72827,59039.0573,0,0,6017,6183,3050908.88141,3451670.7325,195347.19450999997,168869.43153600002,12279,12734,2079716.42499,162753.6411,0,0,2331,20092,431372.05407681,224141.2133,25408.364939999996,19608.156096,1048,3521,244611.13470429,35464.5583,0,0,9049,33367,3485847.5126968096,3748964.0926,220785.71337999997,188930.14298180002,13986,22283,2553451.28796429,257257.2567,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2023,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,700,7085,3669.23726,59499.6379,34.16735,496.31720500000006,672,6090,241106.61928,16185.424120000001,0,0,6023,6190,3068973.28317,3320924.064,161673.04275,154690.568785,12427,12883,2089107.36688,163765.7667,0,0,2344,20197,431569.54997841,226328.9176,21595.591324000005,15459.231134999998,1077,3549,244778.35386214,35126.9326,0,0,9067,33472,3504212.07040841,3620507.6665999996,183302.801424,170646.11712500002,14176,22522,2574992.34002214,9056.152777475,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2022-23,2023,March,3,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,703,7050,3629.6728,72168.65,105.50618,942.5931709,687,6126,241982.9116,61933.1377,0,0,6043,6212,3094500.75989,3405158.1594,174946.48423,163539.28233,12623,13092,2106160.22628,164869.793,0,0,2333,20226,444011.72880267,231667.7195,36293.461858999995,22112.097535999997,1094,3645,238220.08637294,35329.444,0,0,9079,33488,3542142.16149267,3708994.5289,211345.452269,186593.9730369,14404,22863,2586363.22425294,262132.3747,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,April,4,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,686,6996,3641.90763,72559.3608,42.989459999999994,267.6901895,697,6317,242167.67672,62403.9789,0,0,6054,6224,3124461.17347,3660509.6857,131388.57068,126051.971149,12706,13161,2130642.24018,166267.9223,0,0,2347,20236,449673.46398356,241744.89,32950.641862000004,20400.318632099996,1115,3722,241788.87711776,34954.0721,0,0,9087,33456,3577776.5450835596,3974813.9365,164382.20200199998,146719.9799706,14518,23200,2614598.79401776,263625.9733,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,May,5,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,688,6990,3689.7573,75158.5552,50.89327,355.293232,707,6411,241839.63679,165241.8384,0,0,6066,6238,3135674.36041,3761792.0075,198587.06622,214431.03636099995,12842,13298,2132275.49831,165431.3473,0,0,2344,20272,441101.6534198,241467.6532,26657.65075,19998.424506600004,1132,3773,244046.9225507,35358.7575,0,0,9098,33500,3580465.7711298005,4078418.2158999997,225295.61024,234784.75409959996,14681,23482,2618162.0576507,366031.94320000004,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,June,6,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,683,6917,3700.24716,75811.6697,29.098739999999996,230.0370728,713,6493,241497.25792,63192.46,0,0,6083,6256,3148873.44919,3937662.8868,275594.87302000006,276141.821225,12981,13441,2140648.9593,166161.9013,0,0,2345,20425,448316.31974447,250204.1447,28462.983480000003,20924.386975999998,1141,3803,248678.95322875,36034.7192,0,0,9111,33598,3600890.01609447,4263678.7012,304086.9552400001,297296.2452738,14835,23737,2630825.17044875,265389.0805,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,July,7,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,676,6903,3777.56782,76854.7563,32.83359,269.5727136,721,6597,241015.11005,63604.2126,0,0,6102,6275,3164272.92365,4152401.4169,261314.55980000002,294706.0410042,13102,13559,2148519.74466,167381.5763,0,0,2361,20582,453501.0755331,249684.349,34302.450930000006,26723.7747401,1155,3863,251876.6015178,38683.271,0,0,9139,33760,3621551.5670030997,4478940.5222000005,295649.84432000003,321699.38845790003,14978,24019,2641411.4562278,269669.0599,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,August,8,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,675,6926,3764.8257,77669.1597,61.96154000000001,537.415086,729,6680,185754.53026,62864.8047,0,0,6124,6297,3190525.46804,4213690.925,340709.60201000003,317581.68821409997,13221,13685,2140805.70867,167848.8478,0,0,2389,20651,455421.7847556,256422.5403,30857.832570000006,23412.857348200003,1175,3915,249927.7832553,38741.0861,0,0,9188,33874,3649712.0784956003,4547782.625,371629.39612,341531.96064829995,15125,24280,2576488.0221853,269454.7386,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,September,9,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,681,6934,3823.64367,77971.2709,40.67559,373.9288356,739,6800,186883.2623,64158.8117,0,0,6166,6341,3221189.12807,4472670.0887,381284.6317299999,325657.5409924,13304,13763,2148523.41133,168462.8706,0,0,2398,20768,462365.1970339,264097.0846,29772.664280000005,21825.434167500003,1185,3972,250059.5113925,39792.8429,0,0,9245,34043,3687377.9687739,4814738.4442,411097.9715999999,347856.9039955,15228,24535,2585466.1850225,272414.5252,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,October,10,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,680,6921,3810.14641,77789.4092,62.33278000000001,538.80917,747,6877,188650.80522,64828.6755,0,0,6192,6365,3247053.41559,4380139.6363,293199.11322,263073.12013630004,13388,13846,2168093.65747,170384.2529,0,0,2441,21197,469505.1697132,264631.484,35257.4556,28151.402986399997,1254,4578,237774.8679079,38839.6191,0,0,9313,34483,3720368.7317132,4722560.5295,328518.90160000004,291763.33229270007,15389,25301,2594519.3305979,274052.5475,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,November,11,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,686,6972,3817.89001,78066.0308,32.966,235.11565250000004,768,7034,189095.63728,65769.0187,0,0,6219,6393,3276157.80428,4731350.4661,339096.73721000005,298629.90796239994,13483,13940,2184280.46421,171851.1205,0,0,2409,21061,476611.3488257,279753.1384,30898.758629999997,22609.6678664,1424,7654,239826.33802,39948.665,0,0,9314,34426,3756587.0431157,5089169.635299999,370028.46184,321474.69148129993,15675,28628,2613202.43951,277568.80419999996,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2023,December,12,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,682,6983,3959.00852,78635.8264,48.584280000000014,314.60786930000006,777,7174,189782.63532,67312.3866,0,0,6245,6425,3293352.89601,5121423.6572,460602.36761000013,487107.5854626,13686,14146,2203708.15831,172720.8194,0,0,2410,20894,490770.5741291,298145.6186,40877.21989,29524.343823199997,1507,8399,238970.5210682,41410.8826,0,0,9337,34302,3788082.4786591,5498205.1022,501528.17178000015,516946.53715509997,15970,29719,2632461.3146981997,281444.0886,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2024,January,1,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,684,7032,4142.08988,78737.8366,46.09993,428.43287369999996,787,7231,190783.46475,67836.1851,0,0,6267,6450,3323557.54307,5533691.1605,601591.2898599999,579494.0272876,13952,14417,2192585.67754,171695.2091,0,0,2442,21033,507452.0209897,310571.5105,45908.21566000001,37127.1864874,1599,11987,290571.5644912,56285.4323,0,0,9393,34515,3835151.6539396998,5923000.5076,647545.6054499999,617049.6466487,16338,33635,2673940.7067811997,295816.8265,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
2023-24,2024,February,2,Table 51: Instrument-wise Dematerialisation Statistics,CDSL,688,6993,4131.04871,79333.9183,57.23774,403.4612043,804,7310,191251.42135,68274.937,0,0,6296,6482,3370200.2428,5752680.2642,522436.23296000017,508772.9611534999,14218,14684,2146761.62474,167002.9595,0,0,2470,21214,522471.852276,324262.8991,42055.58953999999,32228.076363700005,1662,14343,292894.6264359,59744.0607,0,0,9454,34689,3896803.143786,6156277.0816,564549.0602400001,541404.4987214999,16684,36337,2630907.6725259,295021.9572,0,0,2025-12-10,2026-04-08,Securities and Exchange Board of India,https://www.sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=4&ssid=80&smid=105
